Domain,"Variable Description","Key Analysis Variable","Flags for Analysis","ANALYSIS DATASET(S) INCLUSION","CB STANDARIZED variable
[max 12 characters = study (C_) + domain (XX) + name (8 char)]","CB SOURCE variable","Type/ Length",Origin,"CB categorical values as they appear on Survey","CB calculation/format","CB timepoints (weeks)","CB SOURCE: Data table(s) (for raw variables only)","CB CRF # (for raw variables only) and Q#",Notes,"BACPAC Harmonization","Reference Documents (original ques/measurement text, code, etc)",References
Biospecimens,"SST tube #1 (blood): How many total serum (red top) cryovials were archived? (UCD, UCI, UCSD sites only)",,,,C_BSBCS1CRY,"SP1S1CRYO, SP2S1CRYO",Num/2,Raw,NA,"NOTE: this is a subquestion of SP1S1/SP2S1, see annotated form/mockup for branching logic

Continuous Range: SP1S1CRYO: (0-10), SP2S1CRYO: (0-6)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q1j, CRF #15b|Q1j","SP1 Form instructions:  *10 serum cryovials should be archived, if possible
SP2 Form instructions:  *6 serum cryovials should be archived, if possible",,,
Biospecimens,"SST tube #1 (blood): Immediately freeze cryovials at -80°C: date (UCD, UCI, UCSD sites only)",,,,C_BSBCS1FDT,"SP1S1FDATE, SP2S1FDATE",Date,Raw,NA,"NOTE: this is a subquestion of SP1S1/SP2S1, see annotated form/mockup for branching logic

Date Range: SP1S1FDATE: (3/1/2021 - 6/30/2025), SP2S1FDATE: (3/1/2021 - 7/31/2025)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q1k, CRF #15b|Q1k",,,,
Biospecimens,"SST tube #1 (blood): Immediately freeze cryovials at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS1FT,"SP1S1FTIME, SP2S1FTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1S1/SP2S1, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q1l, CRF #15b|Q1l",,,,
Biospecimens,"Staff ID of SST tube #1 (blood) processor (UCD, UCI, UCSD sites only)",,,,C_BSBCS1PSID,"SP1S1PSID, SP2S1PSID",Num/3,Raw,NA,"NOTE: this is a subquestion of SP1S1/SP2S1, see annotated form/mockup for branching logic

Continuous Range: (100-499)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q1m, CRF #15b|Q1m",,,,
Biospecimens,"SST tube #2 (blood) collected",,,,C_BSBCS2,SP1S2,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2",,,,
Biospecimens,"SST tube #2 (blood): Collection date",,,,C_BSBCS2DT,SP1S2DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2a",,,,
Biospecimens,"SST tube #2 (blood): Collection Time",,,,C_BSBCS2TM,SP1S2TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2b",,,,
Biospecimens,"Staff ID of SST tube #2 (blood) phlebotomist",,,,C_BSBCS2SID,SP1S2SID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2c",,,,
Biospecimens,"SST tube #2 (blood): Start clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2IT,SP1S2INTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2d","Form instructions: Invert 8-10 times then begin clot formation: keep upright at room temp, 30-60 minutes",,,
Biospecimens,"SST tube #2 (blood): End clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2CT,SP1S2CTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2e",,,,
Biospecimens,"SST tube #2 (blood): Into centrifuge: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2ICT,SP1S2CITIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2f","Form instructions: centrifuge 15 minutes @ 1300 rcf, 4°C",,,
Biospecimens,"SST tube #2 (blood): Out of centrifuge: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2OCT,SP1S2COTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2g",,,,
Biospecimens,"SST tube #2 (blood): Transfer serum to 15 mL conical tube: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2TT,SP1S2TTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2h",,,,
Biospecimens,"SST tube #2 (blood): Aliquot 0.5 mL serum into cryovials: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2AT,SP1S2ATIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2i",,,,
Biospecimens,"SST tube #2 (blood): How many total serum (red top) cryovials were archived? (UCD, UCI, UCSD sites only)",,,,C_BSBCS2CRY,SP1S2CRYO,Num/2,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Continuous Range: (0-10)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2j","Form instructions:  *10 serum cryovials should be archived, if possible",,,
Biospecimens,"SST tube #2 (blood): Immediately freeze cryovials at -80°C: date (UCD, UCI, UCSD sites only)",,,,C_BSBCS2FDT,SP1S2FDATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2k",,,,
Biospecimens,"SST tube #2 (blood): Immediately freeze cryovials at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCS2FT,SP1S2FTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2l",,,,
Biospecimens,"Staff ID of SST tube #2 (blood) processor (UCD, UCI, UCSD sites only)",,,,C_BSBCS2PSID,SP1S2PSID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1S2, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q2m",,,,
Biospecimens,"EDTA tube (blood) collected",,,,C_BSBCED,"SP1ED, SP2ED",Num/1,Raw,"SP1: 1, Yes | 0, No - explain reason in comments (Q11)/SP2: 1, Yes | 0, No - explain reason in comments (Q5)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3, CRF #15b|Q2",,,,
Biospecimens,"EDTA tube (blood) Collection date",,,,C_BSBCEDDT,"SP1EDDATE, SP2EDDATE",Date,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Date Range: SP1EDDATE: (3/1/2021 - 6/30/2025), SP2EDDATE: (3/1/2021 - 7/31/2025)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3a, CRF #15b|Q2a",,,,
Biospecimens,"EDTA tube (blood) Collection Time",,,,C_BSBCEDTM,"SP1EDTIME, SP2EDTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3b, CRF #15b|Q2b",,,,
Biospecimens,"Staff ID of EDTA tube (blood) phlebotomist",,,,C_BSBCEDSID,"SP1EDSID, SP2EDSID",Num/3,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Continuous Range: (100-499)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3c, CRF #15b|Q2c",,,,
Biospecimens,"EDTA tube (blood): place on ice: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDIT,"SP1EDINTIME, SP2EDINTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3d, CRF #15b|Q2d","Form instructions: Invert 8-10 times then place on ice 30-60 minutes",,,
Biospecimens,"EDTA tube (blood): Into centrifuge: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDICT,"SP1EDCITIME, SP2EDCITIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3e, CRF #15b|Q2e","Form instructions: centrifuge 10 minutes @ 1300 rcf, 4°C",,,
Biospecimens,"EDTA tube (blood): Out of centrifuge: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDOCT,"SP1EDCOTIME, SP2EDCOTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3f, CRF #15b|Q2f",,,,
Biospecimens,"EDTA tube (blood): Transfer to 15 mL conical tube: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDTT,"SP1EDTTIME, SP2EDTTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3g, CRF #15b|Q2g",,,,
Biospecimens,"EDTA tube (blood): Aliquot 0.5 mL into cryovials: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDAT,"SP1EDATIME, SP2EDATIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3h, CRF #15b|Q2h",,,,
Biospecimens,"EDTA tube (blood): How many total plasma (blue top) cryovials were archived? (UCD, UCI, UCSD sites only)",,,,C_BSBCEDCRY,"SP1EDCRYO, SP2EDCRYO",Num/1,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Continuous Range: SP1EDCRYO: (0-7), SP2EDCRYO: (0-3)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3i, CRF #15b|Q2i","SP1 Form instructions: *7 plasma cryovials should be archived, if possible
SP2 Form instructions: *3 plasma cryovials should be archived, if possible",,,
Biospecimens,"EDTA tube (blood): Immediately freeze cryovials at -80°C: date (UCD, UCI, UCSD sites only)",,,,C_BSBCEDFDT,"SP1EDFDATE, SP2EDFDATE",Date,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Date Range: SP1EDFDATE: (3/1/2021 - 6/30/2025), SP2EDFDATE: (3/1/2021 - 7/31/2025)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3j, CRF #15b|Q2j",,,,
Biospecimens,"EDTA tube (blood): Immediately freeze cryovials at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCEDFT,"SP1EDFTIME, SP2EDFTIME",Time,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Time","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3k, CRF #15b|Q2k",,,,
Biospecimens,"Staff ID of EDTA tube (blood) processor (UCD, UCI, UCSD sites only)",,,,C_BSBCEDPSID,"SP1EDPSID, SP2EDPSID",Num/3,Raw,NA,"NOTE: this is a subquestion of SP1ED/SP2ED, see annotated form/mockup for branching logic

Continuous Range: (100-499)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q3l, CRF #15b|Q2l",,,,
Biospecimens,"RNA Paxgene tube #1 (blood) collected",,,,C_BSBCR1,SP1R1,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4",,,,
Biospecimens,"RNA Paxgene tube #1 (blood) Collection date",,,,C_BSBCR1DT,SP1R1DATE,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4a",,,,
Biospecimens,"RNA Paxgene tube #1 (blood) Collection Time",,,,C_BSBCR1TM,SP1R1TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4b",,,,
Biospecimens,"Staff ID of RNA Paxgene tube #1 (blood) phlebotomist",,,,C_BSBCR1SID,SP1R1SID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4c",,,,
Biospecimens,"RNA Paxgene tube #1 (blood): Start clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR1IT,SP1R1INTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4d","Form instructions: Invert 8-10 times then begin clot formation: keep upright at room temp, 2 hours",,,
Biospecimens,"RNA Paxgene tube #1 (blood): End clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR1CT,SP1R1CTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4e",,,,
Biospecimens,"RNA Paxgene tube #1 (blood): Into -20°C freezer: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR1IFT,SP1R1F2TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4f","Form instructions:  Into -20°C freezer: freeze at -20°C for 24 hr.",,,
Biospecimens,"RNA Paxgene tube #1 (blood): Out of -20°C freezer: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR1OFT,SP1R1FOTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4g",,,,
Biospecimens,"RNA Paxgene tube #1 (blood): Freeze samples at -80°C: date (UCD, UCI, UCSD sites only)",,,,C_BSBCR1FD,SP1R1F8DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4h",,,,
Biospecimens,"RNA Paxgene tube #1 (blood): Freeze samples at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR1FT,SP1R1F8TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4i",,,,
Biospecimens,"Staff ID of RNA Paxgene tube #1 (blood) processor (UCD, UCI, UCSD sites only)",,,,C_BSBCR1PSID,SP1R1FSID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1R1, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4j",,,,
Biospecimens,"RNA Paxgene tube #2 (blood) collected",,,,C_BSBCR2,SP1R2,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5",,,,
Biospecimens,"RNA Paxgene tube #2 (blood) Collection date",,,,C_BSBCR2DT,SP1R2DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5a",,,,
Biospecimens,"RNA Paxgene tube #2 (blood) Collection Time",,,,C_BSBCR2TM,SP1R2TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5b",,,,
Biospecimens,"Staff ID of RNA Paxgene tube #2 (blood) phlebotomist",,,,C_BSBCR2SID,SP1R2SID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5c",,,,
Biospecimens,"RNA Paxgene tube #2 (blood): Start clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR2IT,SP1R2INTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5d","Form instructions: Invert 8-10 times then begin clot formation: keep upright at room temp, 2 hours",,,
Biospecimens,"RNA Paxgene tube #2 (blood): End clot formation: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR2CT,SP1R2CTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5e",,,,
Biospecimens,"RNA Paxgene tube #2 (blood): Into -20°C freezer: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR2IFT,SP1R2F2TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5f","Form instructions: Into -20°C freezer: freeze at -20°C for 24 hr.",,,
Biospecimens,"RNA Paxgene tube #2 (blood): Out of -20°C freezer: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR2OFT,SP1R2FOTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5g",,,,
Biospecimens,"RNA Paxgene tube #2 (blood): Freeze samples at -80°C: date (UCD, UCI, UCSD sites only)",,,,C_BSBCR2FD,SP1R2F8DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5h",,,,
Biospecimens,"RNA Paxgene tube #2 (blood): Freeze samples at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCR2FT,SP1R2F8TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q5i",,,,
Biospecimens,"Staff ID of RNA Paxgene tube #2 (blood) processor (UCD, UCI, UCSD sites only)",,,,C_BSBCR2PSID,SP1R2FSID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1R2, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q4j",,,,
Biospecimens,"DNA Paxgene tube #1 (blood) collected (UCD, UCI, UCSD sites only)",,,,C_BSBCDB,SP1DB,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q6",,,,
Biospecimens,"DNA Paxgene tube #1 (blood) Collection date (UCD, UCI, UCSD sites only)",,,,C_BSBCDBDT,SP1DBDATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1DB, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q6a",,,,
Biospecimens,"DNA Paxgene tube #1 (blood) Collection Time (UCD, UCI, UCSD sites only)",,,,C_BSBCDBTM,SP1DBTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1DB, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q6b",,,,
Biospecimens,"Staff ID of DNA Paxgene tube #1 (blood) phlebotomist (UCD, UCI, UCSD sites only)",,,,C_BSBCDBSID,SP1DBSID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1DB, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q6c",,,,
Biospecimens,"DNA tube #1 (saliva) collected",,,,C_BSBCD1,SP1D1,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7",,,,
Biospecimens,"DNA tube #1 (saliva) Collection date",,,,C_BSBCD1DT,SP1D1DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7a",,,,
Biospecimens,"DNA tube #1 (saliva) Collection Time",,,,C_BSBCD1TM,SP1D1TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7b",,,,
Biospecimens,"Staff ID for DNA tube #1 (saliva) collection",,,,C_BSBCD1SID,SP1D1SID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7c",,,,
Biospecimens,"DNA tube #1 (saliva): Shake tube for 5 sec: time (UCD, UCI, UCSD sites only)",,,,C_BSBCD1ST,SP1D1TTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7d",,,,
Biospecimens,"DNA tube #1 (saliva): Aliquot 0.5 mL into 2 (yellow) cryovials: time (UCD, UCI, UCSD sites only)",,,,C_BSBCD1AT,SP1D1ATIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7e",,,,
Biospecimens,"DNA tube #1 (saliva): How many total saliva (yellow) cryovials were archived? (UCD, UCI, UCSD sites only)",,,,C_BSBCD1CRY,SP1D1CRYO,Num/1,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Continuous Range: (0-2)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7f","Form instructions: 2 cryovials should be archived, unless there is < 0.5 ml saliva available in tube",,,
Biospecimens,"DNA tube #1 (saliva): Freeze 2 vials at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCD1FT,SP1D1FTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D1, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q7g",,,,
Biospecimens,"DNA tube #2 (saliva) collected",,,,C_BSBCD2,SP1D2,Num/1,Raw,"1, Yes | 0, No - explain reason in comments (Q11)","Format=YESNO     Possible Values=0,1 
0: No
1: Yes",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8",,,,
Biospecimens,"DNA tube #2 (saliva) Collection date",,,,C_BSBCD2DT,SP1D2DATE,Date,Raw,NA,"NOTE: this is a subquestion of SP1D2, see annotated form/mockup for branching logic

Date Range: (3/1/2021 - 6/30/2025)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8a",,,,
Biospecimens,"DNA tube #2 (saliva) Collection Time",,,,C_BSBCD2TM,SP1D2TIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8b",,,,
Biospecimens,"Staff ID for DNA tube #2 (saliva) collection",,,,C_BSBCD2SID,SP1D2SID,Num/3,Raw,NA,"NOTE: this is a subquestion of SP1D2, see annotated form/mockup for branching logic

Continuous Range: (100-499)",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8c",,,,
Biospecimens,"DNA tube #2 (saliva): Shake tube for 5 sec: time (UCD, UCI, UCSD sites only)",,,,C_BSBCD2ST,SP1D2TTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8d",,,,
Biospecimens,"DNA tube #2 (saliva): Freeze saliva collection tube (as is) at -80°C: time (UCD, UCI, UCSD sites only)",,,,C_BSBCD2FT,SP1D2FTIME,Time,Raw,NA,"NOTE: this is a subquestion of SP1D2, see annotated form/mockup for branching logic

Time",0,"tblSP1: CRF15a: Baseline Biospecimen Collection","CRF #15a|Q8e",,,,
Biospecimens,"Was the specimen label placed on form (CRF #15a/15b (Baseline/Follow-Up Biospecimen Collection))?",,,,C_BSBCLABEL,"SP1LABEL, SP2LABEL",Num/1,Raw,"1, Yes | 0, No","Format=YESNO     Possible Values=0,1 
0: No
1: Yes","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q9, CRF #15b|Q3",,,,
